id,Project Name,Project Status,Last Inspected,Completion,Handover
8110034,NA,NA,NA,NA,NA
8373001,NA,NA,NA,NA,NA
8443128,NA,NA,NA,NA,NA
8308351,NA,NA,NA,NA,NA
8213579,NA,NA,NA,NA,NA
8468750,NA,NA,NA,NA,NA
8505143,NA,NA,NA,NA,NA
8508132,NA,NA,NA,NA,NA
8090851,NA,NA,NA,NA,NA
8377156,NA,NA,NA,NA,NA
8454831,NA,NA,NA,NA,NA
8205691,NA,NA,NA,NA,NA
8197533,CAVALLI CASA TOWER,Active,September 2023,12%,September 2025
8463308,NA,NA,NA,NA,NA
8009124,NA,NA,NA,NA,NA
8430798,NA,NA,NA,NA,NA
8501721,NA,NA,NA,NA,NA
8444495,NA,NA,NA,NA,NA
8248536,NA,NA,NA,NA,NA
8476557,NA,NA,NA,NA,NA
6976321,NA,NA,NA,NA,NA
8352021,NA,NA,NA,NA,NA
8388395,NA,NA,NA,NA,NA
8465354,NA,NA,NA,NA,NA
